Transaction_ID,Date,Business_Unit,Region,Cost_Category,Product_Service,Revenue,Expense,Profit,Month,Quarter,Year,Profit_Margin
TXN-100035,2023-06-18,Hardware,North America,R&D,Hardware - Product 4,42335.34,34264.28,8071.06,6,2,2023,0.1906
TXN-103031,2023-06-18,Consulting Services,North America,R&D,Consulting Services - Product 3,22758.7,17465.1,5293.6,6,2,2023,0.2326
TXN-101738,2023-06-18,Cloud Infrastructure,Latin America,Marketing,Cloud Infrastructure - Product 4,77183.85,80461.43,-3277.58,6,2,2023,-0.0425
TXN-102168,2023-06-18,Enterprise Software,Europe,Logistics,Enterprise Software - Product 1,171660.52,135075.61,36584.91,6,2,2023,0.2131
TXN-103258,2023-06-18,Retail,Asia Pacific,Operations,Retail - Product 1,32755.46,26993.21,5762.25,6,2,2023,0.1759
TXN-104938,2023-06-18,Hardware,Asia Pacific,Real Estate,Hardware - Product 2,62040.94,55464.79,6576.15,6,2,2023,0.106
TXN-100820,2023-06-19,Cloud Infrastructure,Latin America,Operations,Cloud Infrastructure - Product 3,127134.54,80252.89,46881.65,6,2,2023,0.3688
TXN-102615,2023-06-19,Hardware,Europe,Marketing,Hardware - Product 4,36613.5,40985.57,-4372.07,6,2,2023,-0.1194
TXN-104678,2023-06-19,Cloud Infrastructure,Latin America,Marketing,Cloud Infrastructure - Product 3,199637.21,118664.1,80973.11,6,2,2023,0.4056
TXN-104426,2023-06-19,Consulting Services,Europe,R&D,Consulting Services - Product 3,13370.67,8731.69,4638.98,6,2,2023,0.347
TXN-100218,2023-06-19,Hardware,North America,R&D,Hardware - Product 5,53483.68,49705.31,3778.37,6,2,2023,0.0706
TXN-100141,2023-06-20,Consulting Services,North America,Marketing,Consulting Services - Product 3,39193.72,43753.07,-4559.35,6,2,2023,-0.1163
TXN-104220,2023-06-20,Retail,Asia Pacific,Logistics,Retail - Product 2,34595.37,33095.22,1500.15,6,2,2023,0.0434
TXN-103850,2023-06-20,Hardware,Europe,Salaries,Hardware - Product 2,12794.04,10507.74,2286.3,6,2,2023,0.1787
TXN-101784,2023-06-20,Consulting Services,Europe,Software Licenses,Consulting Services - Product 3,77666.51,83263.59,-5597.08,6,2,2023,-0.0721
TXN-100741,2023-06-20,Enterprise Software,Latin America,Software Licenses,Enterprise Software - Product 5,70658.28,74551.14,-3892.86,6,2,2023,-0.0551
TXN-104052,2023-06-21,Consulting Services,Latin America,Marketing,Consulting Services - Product 2,37059.64,41878.3,-4818.66,6,2,2023,-0.13
TXN-102502,2023-06-21,Consulting Services,Europe,Real Estate,Consulting Services - Product 3,77182.55,49281.91,27900.64,6,2,2023,0.3615
TXN-104423,2023-06-21,Hardware,Latin America,Salaries,Hardware - Product 1,38796.07,52970.17,-14174.1,6,2,2023,-0.3653
TXN-102303,2023-06-21,Enterprise Software,Latin America,Real Estate,Enterprise Software - Product 2,109850.83,80365.46,29485.37,6,2,2023,0.2684
TXN-101219,2023-06-21,Cloud Infrastructure,Latin America,Real Estate,Cloud Infrastructure - Product 3,178835.98,125063.26,53772.72,6,2,2023,0.3007
TXN-102760,2023-06-22,Retail,Latin America,Logistics,Retail - Product 3,32944.21,19712.95,13231.26,6,2,2023,0.4016
TXN-103311,2023-06-22,Cloud Infrastructure,Europe,Operations,Cloud Infrastructure - Product 1,53042.04,49847.96,3194.08,6,2,2023,0.0602
TXN-103313,2023-06-22,Consulting Services,Latin America,Operations,Consulting Services - Product 3,59722.36,61918.84,-2196.48,6,2,2023,-0.0368
TXN-104819,2023-06-22,Enterprise Software,North America,Salaries,Enterprise Software - Product 4,73013.97,58223.09,14790.88,6,2,2023,0.2026
TXN-104560,2023-06-22,Enterprise Software,Europe,Logistics,Enterprise Software - Product 4,129338.34,146689.23,-17350.89,6,2,2023,-0.1342
TXN-102883,2023-06-22,Hardware,Europe,Logistics,Hardware - Product 4,14177.25,11006.51,3170.74,6,2,2023,0.2236
TXN-104291,2023-06-22,Retail,Europe,Marketing,Retail - Product 1,46267.39,52258.57,-5991.18,6,2,2023,-0.1295
TXN-101602,2023-06-24,Cloud Infrastructure,Europe,R&D,Cloud Infrastructure - Product 5,106483.96,116439.59,-9955.63,6,2,2023,-0.0935
TXN-102265,2023-06-24,Hardware,Latin America,Marketing,Hardware - Product 5,42574.66,41516.38,1058.28,6,2,2023,0.0249
TXN-101568,2023-06-24,Retail,Asia Pacific,R&D,Retail - Product 1,31242.15,30777.93,464.22,6,2,2023,0.0149
TXN-104101,2023-06-24,Cloud Infrastructure,Latin America,Salaries,Cloud Infrastructure - Product 1,84981.07,91046.6,-6065.53,6,2,2023,-0.0714
TXN-100143,2023-06-24,Enterprise Software,North America,Software Licenses,Enterprise Software - Product 2,154657.24,120350.21,34307.03,6,2,2023,0.2218
TXN-100766,2023-06-24,Retail,Asia Pacific,Operations,Retail - Product 1,40513.48,31568.96,8944.52,6,2,2023,0.2208
TXN-104490,2023-06-25,Retail,North America,R&D,Retail - Product 2,35732.84,34110.97,1621.87,6,2,2023,0.0454
TXN-102992,2023-06-25,Cloud Infrastructure,North America,Marketing,Cloud Infrastructure - Product 4,101198.34,83955.24,17243.1,6,2,2023,0.1704
TXN-103382,2023-06-25,Hardware,Latin America,R&D,Hardware - Product 1,27398.57,26948.63,449.94,6,2,2023,0.0164
TXN-103127,2023-06-25,Enterprise Software,North America,Marketing,Enterprise Software - Product 5,49660.53,32885.29,16775.24,6,2,2023,0.3378
TXN-102477,2023-06-25,Cloud Infrastructure,Asia Pacific,Logistics,Cloud Infrastructure - Product 5,169354.53,115053.25,54301.28,6,2,2023,0.3206
TXN-101271,2023-06-25,Consulting Services,North America,Software Licenses,Consulting Services - Product 4,39191.89,30235.59,8956.3,6,2,2023,0.2285
TXN-104246,2023-06-25,Hardware,North America,Operations,Hardware - Product 1,32101.12,28760.48,3340.64,6,2,2023,0.1041
TXN-101094,2023-06-25,Hardware,Latin America,Logistics,Hardware - Product 5,58072.8,43866.44,14206.36,6,2,2023,0.2446
TXN-103119,2023-06-26,Hardware,North America,Marketing,Hardware - Product 1,72526.56,56344.86,16181.7,6,2,2023,0.2231
TXN-101342,2023-06-26,Hardware,North America,Real Estate,Hardware - Product 4,64663.3,42618.48,22044.82,6,2,2023,0.3409
TXN-103871,2023-06-26,Cloud Infrastructure,Europe,Operations,Cloud Infrastructure - Product 5,96520.56,85807.86,10712.7,6,2,2023,0.111
TXN-104690,2023-06-26,Retail,Europe,Logistics,Retail - Product 3,49640.74,30934.52,18706.22,6,2,2023,0.3768
TXN-104027,2023-06-27,Enterprise Software,Asia Pacific,Operations,Enterprise Software - Product 5,53994.77,49662.55,4332.22,6,2,2023,0.0802
TXN-100749,2023-06-27,Hardware,North America,Software Licenses,Hardware - Product 5,84753.65,95566.27,-10812.62,6,2,2023,-0.1276
TXN-100907,2023-06-27,Consulting Services,North America,Marketing,Consulting Services - Product 2,34650.4,24098.31,10552.09,6,2,2023,0.3045
TXN-103280,2023-06-27,Enterprise Software,Asia Pacific,Operations,Enterprise Software - Product 2,56444.42,59041.55,-2597.13,6,2,2023,-0.046
TXN-103339,2023-06-27,Enterprise Software,Latin America,Logistics,Enterprise Software - Product 1,128710.41,143134.78,-14424.37,6,2,2023,-0.1121
TXN-104107,2023-06-27,Retail,Asia Pacific,Operations,Retail - Product 1,26248.19,27142.86,-894.67,6,2,2023,-0.0341
TXN-104066,2023-06-27,Hardware,Europe,R&D,Hardware - Product 1,40062.84,44247.26,-4184.42,6,2,2023,-0.1044
TXN-103647,2023-06-27,Consulting Services,Latin America,R&D,Consulting Services - Product 5,27399.4,31828.44,-4429.04,6,2,2023,-0.1616
TXN-100169,2023-06-28,Consulting Services,North America,Operations,Consulting Services - Product 1,76754.63,64040.12,12714.51,6,2,2023,0.1657
TXN-101210,2023-06-28,Enterprise Software,Asia Pacific,Logistics,Enterprise Software - Product 2,44949.81,28834.38,16115.43,6,2,2023,0.3585
TXN-100635,2023-06-28,Hardware,Latin America,Salaries,Hardware - Product 3,78613.87,53589.75,25024.12,6,2,2023,0.3183
TXN-103740,2023-06-28,Enterprise Software,Asia Pacific,Software Licenses,Enterprise Software - Product 1,18250.87,20639.07,-2388.2,6,2,2023,-0.1309
TXN-102227,2023-06-29,Retail,Europe,Operations,Retail - Product 1,33806.13,23572.74,10233.39,6,2,2023,0.3027
TXN-103904,2023-06-29,Cloud Infrastructure,Asia Pacific,R&D,Cloud Infrastructure - Product 4,103426.6,80931.81,22494.79,6,2,2023,0.2175
TXN-100625,2023-06-29,Cloud Infrastructure,North America,Real Estate,Cloud Infrastructure - Product 5,70510.87,46123.54,24387.33,6,2,2023,0.3459
TXN-101835,2023-06-29,Hardware,Europe,Salaries,Hardware - Product 5,27423.13,33705.44,-6282.31,6,2,2023,-0.2291
TXN-100299,2023-06-29,Hardware,Europe,Marketing,Hardware - Product 4,124681.83,113685.3,10996.53,6,2,2023,0.0882
TXN-101807,2023-06-29,Retail,North America,Operations,Retail - Product 4,37705.43,29042.53,8662.9,6,2,2023,0.2298
TXN-104034,2023-06-29,Consulting Services,Europe,Logistics,Consulting Services - Product 5,60581.8,55721.24,4860.56,6,2,2023,0.0802
TXN-103972,2023-06-30,Hardware,Latin America,Operations,Hardware - Product 1,94346.14,108450.03,-14103.89,6,2,2023,-0.1495
TXN-100686,2023-06-30,Hardware,Latin America,Operations,Hardware - Product 5,124500.7,79726.02,44774.68,6,2,2023,0.3596
TXN-102847,2023-06-30,Hardware,Latin America,Salaries,Hardware - Product 4,42544.17,40336.45,2207.72,6,2,2023,0.0519
TXN-100093,2023-06-30,Cloud Infrastructure,Asia Pacific,Software Licenses,Cloud Infrastructure - Product 4,165475.86,136864.46,28611.4,6,2,2023,0.1729
TXN-102519,2023-07-01,Hardware,Latin America,Software Licenses,Hardware - Product 5,72036.36,39724.01,32312.35,7,3,2023,0.4486
TXN-100595,2023-07-01,Retail,Europe,Operations,Retail - Product 1,38078.58,41063.47,-2984.89,7,3,2023,-0.0784
TXN-104583,2023-07-01,Consulting Services,Latin America,Operations,Consulting Services - Product 3,50774.37,44200.82,6573.55,7,3,2023,0.1295
TXN-103764,2023-07-01,Hardware,Latin America,Marketing,Hardware - Product 2,26564.93,18057.46,8507.47,7,3,2023,0.3203
TXN-102734,2023-07-01,Cloud Infrastructure,Europe,Software Licenses,Cloud Infrastructure - Product 3,129984.78,80271.52,49713.26,7,3,2023,0.3825
TXN-100373,2023-07-01,Hardware,Asia Pacific,Salaries,Hardware - Product 2,95173.37,94827.88,345.49,7,3,2023,0.0036
TXN-102803,2023-07-01,Cloud Infrastructure,Europe,Software Licenses,Cloud Infrastructure - Product 2,73018.2,78386.75,-5368.55,7,3,2023,-0.0735
TXN-101008,2023-07-01,Cloud Infrastructure,Asia Pacific,Logistics,Cloud Infrastructure - Product 3,49545.96,44174.75,5371.21,7,3,2023,0.1084
TXN-101988,2023-07-01,Hardware,Asia Pacific,R&D,Hardware - Product 3,22707.63,25726.27,-3018.64,7,3,2023,-0.1329
TXN-102459,2023-07-01,Cloud Infrastructure,Europe,Real Estate,Cloud Infrastructure - Product 4,124843.24,110362.9,14480.34,7,3,2023,0.116
TXN-104051,2023-07-02,Cloud Infrastructure,Latin America,Marketing,Cloud Infrastructure - Product 5,104893.2,76382.73,28510.47,7,3,2023,0.2718
TXN-100888,2023-07-02,Hardware,North America,Operations,Hardware - Product 5,73321.12,65347.29,7973.83,7,3,2023,0.1088
TXN-103033,2023-07-02,Enterprise Software,Europe,Marketing,Enterprise Software - Product 2,113415.67,107850.23,5565.44,7,3,2023,0.0491
TXN-101744,2023-07-02,Consulting Services,North America,Operations,Consulting Services - Product 4,81719.6,65180.35,16539.25,7,3,2023,0.2024
TXN-102739,2023-07-02,Hardware,North America,Real Estate,Hardware - Product 4,86405.44,83036.49,3368.95,7,3,2023,0.039
TXN-101211,2023-07-02,Enterprise Software,North America,Operations,Enterprise Software - Product 1,150253.82,90694.8,59559.02,7,3,2023,0.3964
TXN-102953,2023-07-02,Cloud Infrastructure,Asia Pacific,Logistics,Cloud Infrastructure - Product 4,179434.91,124062.94,55371.97,7,3,2023,0.3086
TXN-103005,2023-07-02,Retail,Europe,Logistics,Retail - Product 4,22585.52,20977.8,1607.72,7,3,2023,0.0712
TXN-100019,2023-07-02,Cloud Infrastructure,North America,Real Estate,Cloud Infrastructure - Product 5,132554.03,85497.14,47056.89,7,3,2023,0.355
TXN-101090,2023-07-03,Enterprise Software,Latin America,Marketing,Enterprise Software - Product 3,30618.26,19104.17,11514.09,7,3,2023,0.3761
TXN-104348,2023-07-03,Enterprise Software,Asia Pacific,Real Estate,Enterprise Software - Product 5,92415.37,92221.4,193.97,7,3,2023,0.0021
TXN-100103,2023-07-03,Consulting Services,North America,Logistics,Consulting Services - Product 1,58072.16,57225.07,847.09,7,3,2023,0.0146
TXN-104895,2023-07-03,Enterprise Software,Asia Pacific,Operations,Enterprise Software - Product 1,71297.45,50217.44,21080.01,7,3,2023,0.2957
TXN-102359,2023-07-03,Enterprise Software,Europe,Operations,Enterprise Software - Product 4,38388.94,33532.24,4856.7,7,3,2023,0.1265
TXN-101796,2023-07-03,Enterprise Software,Latin America,Logistics,Enterprise Software - Product 1,98982.4,107508.91,-8526.51,7,3,2023,-0.0861
TXN-103823,2023-07-03,Hardware,Latin America,R&D,Hardware - Product 3,79159.28,60090.63,19068.65,7,3,2023,0.2409
TXN-101985,2023-07-03,Enterprise Software,North America,Logistics,Enterprise Software - Product 3,163790.12,116749.55,47040.57,7,3,2023,0.2872
TXN-100348,2023-07-03,Retail,North America,Software Licenses,Retail - Product 5,11700.39,12108.04,-407.65,7,3,2023,-0.0348
TXN-100444,2023-07-03,Retail,Latin America,Operations,Retail - Product 3,19481.09,17537.77,1943.32,7,3,2023,0.0998
TXN-101517,2023-07-04,Retail,North America,R&D,Retail - Product 1,43008.06,29574.95,13433.11,7,3,2023,0.3123
TXN-103710,2023-07-04,Consulting Services,North America,Real Estate,Consulting Services - Product 1,73039.03,64489.97,8549.06,7,3,2023,0.117
TXN-103136,2023-07-04,Hardware,North America,Operations,Hardware - Product 3,88370.33,79321.23,9049.1,7,3,2023,0.1024
TXN-101074,2023-07-04,Hardware,North America,Operations,Hardware - Product 3,98928.51,73588.46,25340.05,7,3,2023,0.2561
TXN-101024,2023-07-04,Retail,Europe,Software Licenses,Retail - Product 4,27464.16,20694.69,6769.47,7,3,2023,0.2465
TXN-103571,2023-07-04,Retail,North America,Logistics,Retail - Product 5,43237.61,30571.73,12665.88,7,3,2023,0.2929
TXN-101424,2023-07-04,Consulting Services,North America,Salaries,Consulting Services - Product 5,24662.68,30333.94,-5671.26,7,3,2023,-0.23
TXN-102484,2023-07-04,Enterprise Software,Asia Pacific,Salaries,Enterprise Software - Product 3,123636.58,160049.89,-36413.31,7,3,2023,-0.2945
TXN-104627,2023-07-04,Retail,Asia Pacific,R&D,Retail - Product 1,8533.52,10359.67,-1826.15,7,3,2023,-0.214
TXN-101677,2023-07-04,Hardware,North America,Operations,Hardware - Product 5,26088.75,25879.37,209.38,7,3,2023,0.008
TXN-103314,2023-07-04,Retail,North America,Real Estate,Retail - Product 2,47559.38,32066.85,15492.53,7,3,2023,0.3258
TXN-101349,2023-07-05,Cloud Infrastructure,Europe,Marketing,Cloud Infrastructure - Product 1,119849.92,80262.56,39587.36,7,3,2023,0.3303
TXN-100871,2023-07-05,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 2,197132.9,136888.17,60244.73,7,3,2023,0.3056
TXN-102666,2023-07-05,Hardware,Latin America,R&D,Hardware - Product 3,90569.33,92530.92,-1961.59,7,3,2023,-0.0217
TXN-100992,2023-07-05,Consulting Services,Latin America,R&D,Consulting Services - Product 3,29284.66,33316.78,-4032.12,7,3,2023,-0.1377
TXN-104217,2023-07-05,Hardware,Europe,Logistics,Hardware - Product 3,65473.5,52065.94,13407.56,7,3,2023,0.2048
TXN-104963,2023-07-05,Hardware,Asia Pacific,Operations,Hardware - Product 5,88395.51,98624.56,-10229.05,7,3,2023,-0.1157
TXN-101932,2023-07-06,Hardware,Europe,Operations,Hardware - Product 1,107001.44,108808.24,-1806.8,7,3,2023,-0.0169
TXN-100484,2023-07-06,Cloud Infrastructure,Asia Pacific,Real Estate,Cloud Infrastructure - Product 5,194155.7,197546.21,-3390.51,7,3,2023,-0.0175
TXN-104633,2023-07-06,Hardware,Asia Pacific,Logistics,Hardware - Product 5,123992.71,69098.32,54894.39,7,3,2023,0.4427
TXN-103216,2023-07-06,Consulting Services,North America,Logistics,Consulting Services - Product 3,75051.53,61585.44,13466.09,7,3,2023,0.1794
TXN-102709,2023-07-06,Retail,Asia Pacific,Real Estate,Retail - Product 5,41701.12,24350.32,17350.8,7,3,2023,0.4161
TXN-103051,2023-07-06,Hardware,North America,Software Licenses,Hardware - Product 2,65873.86,54611.49,11262.37,7,3,2023,0.171
TXN-101441,2023-07-06,Hardware,Asia Pacific,Salaries,Hardware - Product 5,68098.23,75923.97,-7825.74,7,3,2023,-0.1149
TXN-102631,2023-07-06,Consulting Services,North America,Software Licenses,Consulting Services - Product 3,93360.44,68040.47,25319.97,7,3,2023,0.2712
TXN-100950,2023-07-06,Enterprise Software,Europe,Operations,Enterprise Software - Product 3,54970.09,61858.34,-6888.25,7,3,2023,-0.1253
TXN-102531,2023-07-06,Retail,Asia Pacific,Salaries,Retail - Product 4,17796.33,18247.18,-450.85,7,3,2023,-0.0253
TXN-100533,2023-07-07,Consulting Services,North America,Operations,Consulting Services - Product 3,41975.51,29528.68,12446.83,7,3,2023,0.2965
TXN-101588,2023-07-07,Hardware,Latin America,Marketing,Hardware - Product 3,28093.61,24858.89,3234.72,7,3,2023,0.1151
TXN-102923,2023-07-07,Consulting Services,Latin America,Operations,Consulting Services - Product 2,69042.1,78623.08,-9580.98,7,3,2023,-0.1388
TXN-102944,2023-07-07,Consulting Services,North America,R&D,Consulting Services - Product 4,42378.47,42213.47,165.0,7,3,2023,0.0039
TXN-102871,2023-07-07,Cloud Infrastructure,Asia Pacific,Operations,Cloud Infrastructure - Product 4,86886.31,97348.69,-10462.38,7,3,2023,-0.1204
TXN-103756,2023-07-08,Cloud Infrastructure,Asia Pacific,R&D,Cloud Infrastructure - Product 4,37901.0,51064.41,-13163.41,7,3,2023,-0.3473
TXN-102085,2023-07-08,Enterprise Software,North America,Marketing,Enterprise Software - Product 3,79128.43,83880.89,-4752.46,7,3,2023,-0.0601
TXN-102025,2023-07-08,Enterprise Software,Asia Pacific,Logistics,Enterprise Software - Product 4,131086.02,148758.28,-17672.26,7,3,2023,-0.1348
TXN-103262,2023-07-08,Hardware,Asia Pacific,R&D,Hardware - Product 1,105742.84,142407.22,-36664.38,7,3,2023,-0.3467
TXN-104397,2023-07-08,Consulting Services,North America,Logistics,Consulting Services - Product 1,43206.63,35070.08,8136.55,7,3,2023,0.1883
TXN-104276,2023-07-08,Hardware,North America,Logistics,Hardware - Product 4,100849.01,112637.81,-11788.8,7,3,2023,-0.1169
TXN-100305,2023-07-09,Enterprise Software,Latin America,Salaries,Enterprise Software - Product 4,164892.5,222341.02,-57448.52,7,3,2023,-0.3484
TXN-101347,2023-07-09,Hardware,North America,R&D,Hardware - Product 4,75056.77,78471.03,-3414.26,7,3,2023,-0.0455
TXN-102882,2023-07-09,Retail,Latin America,Real Estate,Retail - Product 3,5023.76,5364.11,-340.35,7,3,2023,-0.0677
TXN-104471,2023-07-10,Consulting Services,Europe,Software Licenses,Consulting Services - Product 3,47302.69,47096.55,206.14,7,3,2023,0.0044
TXN-100300,2023-07-10,Consulting Services,North America,Marketing,Consulting Services - Product 3,36855.3,29054.15,7801.15,7,3,2023,0.2117
TXN-101972,2023-07-10,Cloud Infrastructure,Latin America,Logistics,Cloud Infrastructure - Product 4,123582.24,75211.46,48370.78,7,3,2023,0.3914
TXN-102948,2023-07-10,Retail,Europe,Marketing,Retail - Product 5,8867.87,9947.2,-1079.33,7,3,2023,-0.1217
TXN-104422,2023-07-10,Hardware,Asia Pacific,Marketing,Hardware - Product 2,12984.54,11930.39,1054.15,7,3,2023,0.0812
TXN-101768,2023-07-10,Consulting Services,North America,Real Estate,Consulting Services - Product 3,25240.23,28868.18,-3627.95,7,3,2023,-0.1437
TXN-100966,2023-07-10,Hardware,Asia Pacific,Software Licenses,Hardware - Product 3,67690.88,44426.91,23263.97,7,3,2023,0.3437
TXN-104127,2023-07-10,Retail,Asia Pacific,Logistics,Retail - Product 1,49813.22,30846.82,18966.4,7,3,2023,0.3808
TXN-103110,2023-07-10,Cloud Infrastructure,Europe,R&D,Cloud Infrastructure - Product 1,43983.25,49415.46,-5432.21,7,3,2023,-0.1235
TXN-103646,2023-07-10,Cloud Infrastructure,Latin America,Salaries,Cloud Infrastructure - Product 1,159052.71,183602.48,-24549.77,7,3,2023,-0.1543
TXN-102507,2023-07-11,Cloud Infrastructure,Asia Pacific,Logistics,Cloud Infrastructure - Product 3,198088.61,170359.83,27728.78,7,3,2023,0.14
TXN-102074,2023-07-11,Consulting Services,Europe,Operations,Consulting Services - Product 3,45520.12,29514.14,16005.98,7,3,2023,0.3516
TXN-101557,2023-07-11,Consulting Services,North America,R&D,Consulting Services - Product 5,69569.7,70468.17,-898.47,7,3,2023,-0.0129
TXN-102554,2023-07-11,Cloud Infrastructure,Europe,R&D,Cloud Infrastructure - Product 5,32578.85,41813.78,-9234.93,7,3,2023,-0.2835
TXN-101514,2023-07-11,Enterprise Software,Europe,Salaries,Enterprise Software - Product 4,48028.05,38619.28,9408.77,7,3,2023,0.1959
TXN-103731,2023-07-11,Cloud Infrastructure,North America,Real Estate,Cloud Infrastructure - Product 5,95438.34,54509.68,40928.66,7,3,2023,0.4288
TXN-102722,2023-07-11,Hardware,North America,Salaries,Hardware - Product 5,122500.01,110345.66,12154.35,7,3,2023,0.0992
TXN-102276,2023-07-11,Hardware,Latin America,Logistics,Hardware - Product 3,121237.16,82412.79,38824.37,7,3,2023,0.3202
TXN-101392,2023-07-11,Enterprise Software,Asia Pacific,Real Estate,Enterprise Software - Product 2,35615.65,35326.51,289.14,7,3,2023,0.0081
TXN-102791,2023-07-11,Retail,Asia Pacific,R&D,Retail - Product 2,49248.65,37589.79,11658.86,7,3,2023,0.2367
TXN-104843,2023-07-11,Retail,Asia Pacific,R&D,Retail - Product 1,6448.71,7744.85,-1296.14,7,3,2023,-0.201
TXN-103913,2023-07-12,Retail,North America,Marketing,Retail - Product 5,11400.63,8617.82,2782.81,7,3,2023,0.2441
TXN-100942,2023-07-12,Hardware,North America,Marketing,Hardware - Product 1,56451.78,58863.0,-2411.22,7,3,2023,-0.0427
TXN-104609,2023-07-12,Enterprise Software,Latin America,Real Estate,Enterprise Software - Product 4,172369.6,118864.31,53505.29,7,3,2023,0.3104
TXN-102851,2023-07-12,Enterprise Software,Latin America,Marketing,Enterprise Software - Product 1,35057.33,21153.03,13904.3,7,3,2023,0.3966
TXN-102005,2023-07-12,Retail,Asia Pacific,Software Licenses,Retail - Product 2,38653.31,31202.31,7451.0,7,3,2023,0.1928
TXN-103694,2023-07-12,Cloud Infrastructure,North America,Operations,Cloud Infrastructure - Product 1,119739.39,68444.21,51295.18,7,3,2023,0.4284
TXN-102138,2023-07-12,Enterprise Software,Latin America,Real Estate,Enterprise Software - Product 5,17806.9,13531.3,4275.6,7,3,2023,0.2401
TXN-100856,2023-07-12,Cloud Infrastructure,Latin America,Real Estate,Cloud Infrastructure - Product 2,186406.77,120422.95,65983.82,7,3,2023,0.354
TXN-102007,2023-07-12,Consulting Services,North America,Real Estate,Consulting Services - Product 5,84285.48,52743.9,31541.58,7,3,2023,0.3742
TXN-101552,2023-07-12,Hardware,North America,Salaries,Hardware - Product 3,35974.41,34507.47,1466.94,7,3,2023,0.0408
TXN-103879,2023-07-12,Cloud Infrastructure,North America,Real Estate,Cloud Infrastructure - Product 3,45033.52,25923.11,19110.41,7,3,2023,0.4244
TXN-102558,2023-07-12,Enterprise Software,North America,Marketing,Enterprise Software - Product 5,59286.57,48465.23,10821.34,7,3,2023,0.1825
TXN-101425,2023-07-12,Retail,Europe,Marketing,Retail - Product 4,24187.78,21212.33,2975.45,7,3,2023,0.123
TXN-104899,2023-07-12,Retail,Asia Pacific,Salaries,Retail - Product 5,46334.39,64575.47,-18241.08,7,3,2023,-0.3937
TXN-101926,2023-07-12,Cloud Infrastructure,Latin America,R&D,Cloud Infrastructure - Product 4,198685.78,201078.97,-2393.19,7,3,2023,-0.012
TXN-100711,2023-07-12,Retail,Europe,Operations,Retail - Product 5,18031.79,13845.97,4185.82,7,3,2023,0.2321
TXN-100335,2023-07-12,Cloud Infrastructure,Europe,R&D,Cloud Infrastructure - Product 1,57600.04,40498.09,17101.95,7,3,2023,0.2969
TXN-101555,2023-07-12,Retail,Asia Pacific,R&D,Retail - Product 1,12388.83,15241.78,-2852.95,7,3,2023,-0.2303
TXN-102704,2023-07-13,Consulting Services,Latin America,Real Estate,Consulting Services - Product 2,18364.64,20439.35,-2074.71,7,3,2023,-0.113
TXN-102920,2023-07-13,Consulting Services,Asia Pacific,R&D,Consulting Services - Product 5,44909.77,56501.97,-11592.2,7,3,2023,-0.2581
TXN-101831,2023-07-13,Retail,Europe,Operations,Retail - Product 1,32436.77,27505.84,4930.93,7,3,2023,0.152
TXN-100996,2023-07-13,Retail,Latin America,Logistics,Retail - Product 4,21534.86,24599.88,-3065.02,7,3,2023,-0.1423
TXN-102823,2023-07-14,Enterprise Software,Europe,R&D,Enterprise Software - Product 3,38713.62,26999.72,11713.9,7,3,2023,0.3026
TXN-100789,2023-07-14,Consulting Services,Latin America,R&D,Consulting Services - Product 2,89595.78,71102.21,18493.57,7,3,2023,0.2064
TXN-103425,2023-07-14,Consulting Services,Europe,Real Estate,Consulting Services - Product 3,36453.09,20129.98,16323.11,7,3,2023,0.4478
TXN-100898,2023-07-14,Enterprise Software,North America,Operations,Enterprise Software - Product 2,21494.93,11868.85,9626.08,7,3,2023,0.4478
TXN-101230,2023-07-15,Cloud Infrastructure,Europe,Real Estate,Cloud Infrastructure - Product 3,155429.0,109749.57,45679.43,7,3,2023,0.2939
TXN-104031,2023-07-15,Enterprise Software,Asia Pacific,Logistics,Enterprise Software - Product 2,98989.29,77933.8,21055.49,7,3,2023,0.2127
TXN-103808,2023-07-15,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 3,112709.29,133549.15,-20839.86,7,3,2023,-0.1849
TXN-102190,2023-07-16,Consulting Services,Latin America,Salaries,Consulting Services - Product 5,33751.91,37239.57,-3487.66,7,3,2023,-0.1033
TXN-102662,2023-07-16,Cloud Infrastructure,North America,R&D,Cloud Infrastructure - Product 4,43554.05,32506.27,11047.78,7,3,2023,0.2537
TXN-103026,2023-07-16,Hardware,Asia Pacific,R&D,Hardware - Product 1,62992.87,88263.09,-25270.22,7,3,2023,-0.4012
TXN-104954,2023-07-16,Enterprise Software,North America,Logistics,Enterprise Software - Product 1,145297.27,93031.67,52265.6,7,3,2023,0.3597
TXN-104249,2023-07-16,Cloud Infrastructure,North America,Marketing,Cloud Infrastructure - Product 3,93485.65,82343.96,11141.69,7,3,2023,0.1192
TXN-101215,2023-07-16,Cloud Infrastructure,Latin America,Logistics,Cloud Infrastructure - Product 2,87365.95,69042.73,18323.22,7,3,2023,0.2097
TXN-104255,2023-07-16,Retail,Asia Pacific,R&D,Retail - Product 3,27514.27,21301.02,6213.25,7,3,2023,0.2258
TXN-102325,2023-07-17,Cloud Infrastructure,Asia Pacific,Salaries,Cloud Infrastructure - Product 5,44517.89,29778.52,14739.37,7,3,2023,0.3311
TXN-100726,2023-07-17,Retail,Latin America,Salaries,Retail - Product 4,37597.96,41637.29,-4039.33,7,3,2023,-0.1074
